ZYTI,WIBD,KVJI,CSTT,OFSQ,RXUY,GWEE,NANX,PMLC,JIEK,GXSO,PTAX,RLCO,RNOZ,QRWO,PSSJ,WBYY,BDGK,FWKW,PFKF,ZKOY,XBUG,OMXX,IXKB,YKJO,GQUZ,VKRW,DDTT,QXYM,MHEC,TUXT,UZSD,AOQU,RJWA,VTQI,ROQE,ZMHO,RTDN,MJXP,XYKI,RESP__0,RESP__1,RESP__2,RESP__3,RESP__4
68848156.71596552,57730051.990365304,96325657.75083126,61944362.64504981,72790408.23931532,66276283.515403934,85145213.45313358,101285423.43084326,56287719.44477098,58193722.09981632,77792436.58437195,71685493.85173103,76808763.82305041,77495540.33715777,58290732.66446493,80957509.1357856,89020408.68077105,84738764.5133722,95154356.1296601,70458121.40226027,67167100.85631326,34475353.33885942,76416946.77488935,74839591.60523874,50877284.983388804,83358025.1330603,107328998.11622107,43382994.513690986,82306091.67133118,73006537.20040007,73053546.11236279,98478002.1162614,59403036.809565,86462655.68839501,58412450.00025314,84749794.38293779,69692403.36684035,67042123.955464646,99598932.90529847,87811999.56239897,30668506554.48868,47514464040.45496,19034554955.760284,30169917327.97226,44592623186.10326
70526841.9931532,72656005.93003884,101466978.6392772,53317815.49545643,62706873.91920323,45314863.63330586,70439946.65275453,80876264.72507147,64509265.70018526,58676538.354186326,68358602.20663917,89926255.04401217,72283121.86961482,82146328.39860246,47375391.225726224,81005829.74278925,109003222.74188553,87458853.15612733,76195625.77570908,45940534.39886845,95224557.17721522,39436734.27267311,76633304.88106205,87994586.78972162,52042624.78980296,65053323.17077149,103327265.8510439,49190020.740322635,75050353.02131277,73847080.80920504,72132615.10994014,94144193.40609394,65656059.47001017,74550754.11697651,70780004.91442809,98295265.146509,66306532.051171646,59142000.20233317,102762306.77632096,70851181.33027597,32482134387.38594,42089852426.4215,19206980519.484535,30354540338.42784,48268899029.79319
76467872.97316818,56882028.77923813,87725328.03490803,52282842.456399396,62632519.536873035,73051528.45068105,106371981.1625782,92425728.97798005,60390598.310836285,101099507.51287676,111513692.40089767,95765543.36777666,79532939.46067427,96656588.35047853,49090339.06968721,71436570.63970615,59064946.83210848,57928363.602761246,63211492.72350564,51166645.033817306,86666830.23216388,66575599.357618846,65832004.17837626,105444603.85218418,83173435.4733334,81479620.54770507,73875150.17289935,65647084.49381831,87974664.57187441,106895994.0323699,91782050.310606,51679621.477409855,50529644.771525,50058788.57032218,41872280.74294246,51540634.633319214,102182706.3163194,89074255.82857117,77365351.53939551,69408400.03449032,31120713630.32262,40723691887.530266,18446421237.254383,31018124214.424114,28906025213.80279
98993989.13017821,44615892.77760184,73975698.57842255,92316588.54812835,69882150.87929781,95218131.65604882,92340677.03943522,93265321.07121508,79867041.68700552,93504003.33222738,41045734.04359619,76478393.31239475,93052484.22126424,66325307.88253378,58123942.91671119,58705552.02182885,68747481.39962581,82775334.96254821,41762244.51618274,51981594.034849,81974597.0730884,62041226.89564535,67857363.73388858,58778968.58407879,52667665.29174665,67878835.17095102,58291226.52871158,89443621.75162102,77077490.46810357,55244315.18984239,108259218.08404732,84103583.9350929,76761310.81324741,46764545.009424075,58236155.201040894,54042112.55199106,62981803.70011147,57784525.73071251,59049570.76891143,74314750.0501711,31840575182.22079,40970165104.70781,17630023361.20734,33191606172.558014,37416583879.34664
74807833.00323035,63165403.29862248,99013516.94659391,60972110.60680037,75211616.93159051,66670130.36023015,78719596.6083069,93608164.10051396,59363596.01416198,63236423.23087995,72053056.39539583,74132577.64304769,61482513.33151117,83042892.33602305,47925521.69478862,66142882.83608772,98388006.77379791,88578962.10343966,88113481.33545639,52707197.37196743,70415502.50881445,54869487.52322312,88277635.73034205,78245139.88294496,70276143.36724216,80763186.56460965,93945508.40374203,53977884.57618722,70574831.96618901,86466643.62912612,78878388.77347033,80187350.18511882,70800075.58946867,91493267.04187362,62082108.82414987,96136288.16255322,69015920.8363412,49704225.03026297,88429095.92508872,72047849.61351842,32249597661.94073,48048475809.81579,18419606771.371593,34335055816.219654,45842287382.889015
78885868.65590033,99992848.79580213,84906411.25088868,61498362.697140194,88884147.66106115,57501508.19020712,88435693.13017897,59926055.948501036,53369332.00773133,96319380.67098896,72046685.74329196,76730223.39580114,48629412.67938119,84287300.42396985,58732098.37564319,68463462.32336655,68593253.2206346,117039836.02778053,57170978.90500112,92943718.6119321,61329310.78738865,80185577.44194134,88672216.10769702,54366926.04205939,88796440.28213659,86368223.95407778,92644201.83971766,90495045.75632697,46132966.080314144,40144376.5008472,85169261.0547462,61169708.351229824,91753453.81509265,59908591.45156209,64464651.98634378,65667055.46561535,66877214.452171616,58091619.27528605,89333208.42557418,85492538.79061356,32653826899.15982,53820780783.943375,17202586881.818466,29027661585.68874,36082078475.573456
87597943.46990396,48002485.87023814,78755061.45424409,105872579.285783,86537580.5658263,103502265.1599356,72610293.52653371,80734394.54564196,98614605.61537145,105747756.5241753,60819874.19420014,81039487.14470854,105111903.88655382,71523232.39485452,67529793.69088948,59221323.49674302,79239162.78854068,93141578.56721495,52229997.46672824,63739374.0142312,75947090.9424258,64023635.42511283,69570976.86385192,70825659.04008338,65121244.81126221,56750618.20363039,51455391.898524255,65675688.84095606,81420877.53079742,65214064.64998519,,80873811.80753891,87805379.0252706,57318040.51192823,61338958.013437115,50886674.69799332,69956124.40665913,59752311.95564847,40694436.10603577,63670422.75238539,31817813969.746143,41989243389.56015,17450917910.755863,34438735344.54965,41199400072.44224
67475955.78030181,72215809.39444067,95287480.88603798,45775902.51924552,70362137.35141458,69351724.27925843,82071740.45536624,98101128.03845324,76734030.1255728,87268257.76338294,99572693.58414488,100117148.83462004,75263084.26875259,100078678.45165353,55017103.797829546,82715918.48739122,54980393.338177234,44862510.518738665,68881876.02265674,39336429.95198082,91235856.51025844,54636585.73912783,67450329.68804252,106912445.52817445,88521072.81452416,79491976.8803835,71738890.53562738,54167982.97110141,80737303.64822622,92879333.75311202,106935265.88271888,56850351.91608121,71921945.83534907,53952431.14261774,63219395.60626414,55373991.67579149,79824734.46872117,87349645.6768812,77116507.57574244,92032576.20770824,26204249047.15926,44412977538.60992,18877680434.931038,27813145999.68684,30443280893.02284
60931031.87692892,95229619.25262107,103960423.64004244,100880398.3744421,91066808.2681992,58709362.83575105,61867429.31788657,69004329.7800708,54452175.33506541,73094885.037577,86919259.64666806,75747353.10216618,53837521.72270635,58872098.9405765,75810690.04206403,60861455.83446661,62163667.30179609,75975350.17476286,65709690.412159525,62309846.1666343,65740432.57776293,54802068.78904939,64858802.803014904,87890719.24568062,58039048.00913768,33506187.106801413,72857894.25848615,94288513.4556046,82348062.45128234,93379560.03424333,76158785.69461316,71556355.30714142,89734522.31247701,104203294.55026542,71685266.40109077,81472443.78935157,86883560.07919812,68214819.76533738,74583874.43588872,62313414.82318331,32385351383.269005,48399724217.14893,16204601743.876163,31450094157.460026,36179191415.9103
52115352.585160226,107367838.56873307,96277446.01330979,74878779.61663713,82385878.0435684,56563422.31991927,62296823.69156479,66164861.27413396,38766602.53596455,84831275.17531843,86802533.063241,94228702.26122582,57708810.638878636,52408677.17389662,64505745.562099084,43065616.75241079,59203614.854269326,72535772.87846537,72579139.29226723,42105574.52069375,77293978.14657149,73395823.16858216,61112185.68192187,71690083.51592767,63137315.77192615,52449248.31371256,68376855.24219908,101318508.97158708,71912444.84318566,92156260.77858667,66383222.873246565,75708067.99169908,94506457.57452498,97221980.40664893,71351677.61045243,91110214.37589899,71534027.64884496,66670647.773236744,71921879.36756551,70224054.98991787,30640752175.021683,46200805617.31833,16168247424.845442,33198438571.192738,35492677737.69191
70969725.78559539,66212086.2179033,81694294.78388292,91649167.15398437,65530643.50144636,79229917.6183965,47598937.92803915,75888446.97424802,74485062.20722197,96732895.18109694,64402545.38671869,64298794.58430356,48279193.860776424,55965257.35919971,52297671.53790629,53069129.11695121,96790863.30939896,65932160.79786533,73242927.03496838,97606511.26364057,83794957.53609803,61552529.61733937,55470214.35602416,75261494.10558125,62729143.89323324,83078111.66318868,51334570.33303187,95375953.63751057,70797621.35352436,66903388.258286394,61587821.34317519,52536087.37435592,47750779.2697816,77135373.5659871,73490521.3177457,70443805.24100083,78202844.76203428,65649292.51169818,79566017.31107654,82524443.18389034,27096342798.433163,49454663029.18515,16955574050.382193,33507946123.428043,37174439635.67837
58748468.929916516,110389330.84392773,107960238.15297057,102250673.42877273,88053925.9979011,54578365.49671304,51692349.34641879,72021055.69829775,52783065.836023495,83693563.28250909,87827776.42652977,102338622.77690135,58456258.67728607,43790243.89738042,69921830.41068622,62906797.0249306,74452037.22466603,79262634.33394752,55096571.31717178,64988980.33735625,77949194.44937281,65624503.72482417,55187389.85282502,92742877.73785353,77133281.01462503,48177484.595264696,68092439.7640739,81627980.39974838,75477237.8777153,101304662.59240551,70504520.9945421,59757569.3493837,89665769.14815883,94750685.44402471,73950728.38140436,97696663.41071194,82632252.66917278,69937854.93697153,68407794.90654881,55172236.62658039,32846444900.690125,52617725721.53903,17503692064.0942,33712981100.466476,36692676292.646225
68034970.06286572,80978977.48314816,91100405.80026433,52913537.8531058,69254775.04062724,63125608.000461206,88567764.92413156,99942339.2442088,54195199.68998849,52832815.599762484,66664018.2656923,75484755.50419267,65155276.58622869,94641120.4217842,56664383.20677024,75871926.80276385,86039632.54909398,98270022.83925138,77368112.48565514,64019960.777129576,80173634.21220583,53596171.65766473,89597428.07258858,85617343.69725287,51522046.703079894,76066456.41615978,99342697.26687919,40239143.83275087,69008002.6581247,73178670.84487318,82398109.10826911,109604487.62755123,60257907.48567849,77232906.67095847,66102290.83047702,98678921.22853692,58130656.21002585,72755737.65707651,96584514.28943458,73302694.93689483,33405378132.11224,51725553762.7006,18405733849.976624,34101533484.425816,45473784842.44746
98292395.95937127,65419934.38563817,86594211.27878581,90263506.53780325,61353818.31944602,59746127.63160063,65315451.560365885,84281233.51552927,91658889.7853057,70880242.17691512,58223260.24817066,83433584.22957025,96595735.17374805,66743380.60684648,56484884.1154062,53967898.148626246,72125766.33413668,82134049.08267258,60286811.60329545,66029244.870784834,90095945.6054802,58494218.54930715,79155588.91861326,65932596.77654986,53366908.08963114,65825302.81673474,56401774.234417625,82630220.87964639,94141992.7277272,51501490.944694355,108416836.77824028,76716099.15811679,74788264.70536302,51169480.59208325,50768581.26832533,50484955.080417685,75774806.92502275,56251408.54138665,54018828.971027054,59236751.042988084,29924464485.626595,45024339040.717224,18303188017.00313,26499527211.543823,34439037730.16306
66536100.885026634,43121020.0052937,77367478.02404891,82453769.50504482,82098999.0022291,64783552.60077261,51303343.41398029,70570764.58317468,73543607.39365984,86569285.16157874,58115800.12580227,65668748.5120675,45632353.70100515,51823040.319261275,58147243.66233572,33843645.3812372,95173499.24623464,67848738.74926297,58570310.495818995,94960072.680205,72569625.03131312,73610296.1329326,55910181.31351973,88045761.50588357,68107873.12945597,97747211.78541104,64123312.87601256,93583659.07434185,61308138.80642246,58975971.98110922,60270498.1430844,46309030.167893395,53110385.13787045,62394772.31586394,71894238.16972905,69940372.31210086,84804601.11793222,65588317.633800425,77890748.38509502,72905356.8969248,26597897839.29372,44236427106.468254,17457151682.399227,31133411846.292526,37162334032.157646
65141224.64901812,32378391.782116123,87876817.04077937,45931240.84809041,60127736.91226233,73297585.31008168,112634373.92395149,110106884.23951331,70279420.12668283,100004081.32087149,89795840.17684387,105692013.97665782,61292286.09666948,102233732.59176472,58207068.34694607,82910750.58081847,50735652.324609414,44514802.37245616,67456842.41365437,55869767.473543696,88652659.20827666,68365164.63665803,55507269.312436126,89819784.95954862,98713499.49449584,81322315.6552086,93448171.14031816,77490115.55079277,95004260.06535879,89839196.66538206,99093852.80123721,60489426.37651474,57676932.89915688,66813620.93959431,44456401.10948044,50732424.30863662,94221368.64373526,87030699.48762667,77958438.83569005,80335942.51069699,27217825931.49197,44132074618.81278,17705970269.18045,29957678985.198895,29222981862.333717
54947587.27241182,57718305.41842516,87886784.97678517,66850930.1500143,57487168.125492275,75631788.72645675,95059110.38754238,105824881.1767946,55094093.65134798,91894050.20118408,91069603.12368102,102131234.85991599,73506456.78707545,97257988.76409335,47478924.170719065,78623333.34477513,60895891.13892424,55887894.47411422,47311886.814293586,48996666.918350965,76128770.44516689,62644454.79512559,52120219.59560553,93561580.24388458,106956686.97261994,84696403.20852554,93617016.98084447,81077857.45382929,96552441.67239773,97832867.87731197,91979771.46766132,63862015.71860766,54178163.88782285,60489867.282651246,62697068.03075146,64544127.59811646,91143090.4639145,109948653.70323929,81633983.81354567,75213238.86246888,27969131153.896465,44529386721.40091,18682516988.60011,31478743465.5456,31289375228.321724
46575786.15712835,70465383.10233414,99118800.9036819,55081601.61693492,64986032.33964228,65735647.60462446,76364119.50861084,97221346.42353243,52605556.35450539,67740823.49124265,68536278.71752883,82600171.12659161,75543451.8539086,79835484.63491724,52191516.47130042,72972903.40839449,-121355555913.35098,90138524.06662504,77691286.98724206,46277497.971029416,81353252.99446946,58514466.77487067,77840511.60762691,89197175.50517084,40472048.648193754,79050020.67327851,91541536.15112716,68523850.33986175,78826192.48776136,72623843.55439736,82096873.09690681,91241202.26958905,64791093.55835133,75621397.15021464,57810036.98370128,85400687.77662073,61790868.782163374,53680771.90884556,103523920.32917017,84058831.87659493,29790950191.671635,44687284913.47021,19917236447.45844,31646784694.010536,44665860642.08502
65132108.87745892,56540389.33982871,86020492.91020013,49443157.78857979,60157911.265911445,50242079.44415916,89676896.35532293,92413361.15675645,60406127.29657488,96585292.09589633,103870234.5210406,99758007.63383973,60411964.17173302,96767382.41137637,56624914.06874581,86928367.2301407,53510834.06929373,43537540.770440966,54588262.56759634,50730502.20761204,77028880.76661468,67747598.93250163,63004277.682148844,90663489.18097182,86369590.19217099,76240772.65000358,70729622.54006024,58568464.373225965,82644086.1473884,87019671.88259631,105548871.59703806,53635204.10063711,56681549.25606862,62246331.69194427,64967361.564577736,65224932.57492506,105709090.77545106,99345863.34561968,77145276.41970223,73259307.62287371,25263614457.39722,42886676775.94251,17167161555.794348,27713166771.321205,28432650847.643703
78833404.73623708,85565712.4961534,86926021.31665541,68851092.1769114,77609502.0068005,51491570.38158142,90301808.60877818,66278705.97168492,57441510.09316158,89694329.52109721,64145007.512174174,64856640.79464712,57957232.8453802,78019959.4282616,55878207.95088601,59793039.870571636,75342789.38290416,79717197.48929623,68278246.34667094,103455679.83563136,76544481.18740901,71425078.11375932,101582284.36755611,65442526.525038674,81853905.05678833,67974909.5465413,87654737.40499437,88695644.16059482,39680788.408361174,65572276.089641646,96413632.3629711,56449371.969594814,81611773.70900843,69533003.2709216,63908652.02707655,66430648.04650277,66293553.422402084,66712893.94201695,97766167.24464077,89373696.42338085,29804304824.817295,51347699432.61857,17571362125.65501,27336902062.041435,36261380475.00048
78610815.18094824,46500276.58121676,68651106.31531799,83192345.20923556,66335099.05297226,88087806.37871684,71831218.6755869,91222961.64925042,102797071.5421495,87905170.1998279,55323781.24407527,84912708.86894937,93936680.36679271,63992277.58248685,56527335.34804414,62198734.442677535,76591900.40086389,99405834.5753757,64777919.83370042,67120954.4974993,80480961.33850227,59555012.90976081,69981561.79674584,71230607.72861977,48200205.39074097,61338745.421295464,66181660.03320939,66644730.81991127,83040606.47801213,53045991.24828634,101714325.91651937,89814639.12158163,74104085.32852527,54893694.86964563,49873695.63045177,41729406.377012566,83992812.67011686,53826561.943900585,43949295.87324055,73789555.23335022,30739595835.84547,43790002589.55883,16723703331.663982,30194828493.938877,42909326338.99593
98519503.4291088,67188038.32580039,68789767.82000695,97841916.13520135,78475036.20100857,66993636.616661444,74284260.52896048,80113313.60565187,104903287.2809938,84820260.21254359,62946652.345958196,86710379.82280013,104203299.84736405,58169775.82093871,41024480.80208416,50497261.93444511,69600878.1631952,96120642.39058448,77822627.45323002,65453963.38935665,87275419.32071848,75526923.55729094,70415126.83863182,68726659.9297913,56296075.84154241,66975756.56575695,62542027.086457275,75495300.43874227,73821978.56425251,54185817.04765218,107410702.79919259,83868136.82118203,83638834.4758799,51518594.61480316,67362254.24273138,44790670.24599007,81605506.3560837,65751590.91953718,43238108.23106556,67942374.84349261,33971212465.83689,45807050839.09717,17344931787.808502,28855496814.363914,38304304147.72293
70915983.18018022,65063690.73829016,88822107.16922341,82484118.51635133,77681799.76865667,90055461.12769078,53370863.3345767,51930202.571830265,89158736.45544045,58458253.56079307,96052096.19061062,92305773.95622611,102739542.3165541,84092971.6898664,81558835.44383065,85136343.43274996,57021030.58678815,56205017.7676455,72214232.0079742,71213622.31288466,94705710.29681994,81022832.62811302,67190829.89193232,71546277.90563363,71065335.21443632,45304140.76889376,49964150.35646792,59799641.9992076,96956035.13341537,44351428.1503387,73702265.3088608,49207517.65641848,76474728.60854141,48932805.76497164,73879128.31382059,92327135.89556268,71671980.02982742,92032297.04861212,50348406.507542916,82503284.57768193,21928703384.06213,39346094378.92931,17217798253.640892,42704915994.166595,30560314764.38877
77251249.771287,52025571.13889469,92726554.87361506,55653278.671057835,59039867.79742631,73323482.73564735,97437535.95457882,91504131.4963862,68477002.38017346,79330841.62423018,89611081.87005116,85613114.82623953,63510250.60092507,82792647.42677756,46244654.79302295,66439997.48736847,54735198.86364261,50227478.21436312,58580589.914159514,52469437.79655537,78005639.15556335,63772356.141069725,58482172.021616995,102762466.26791713,88317101.90266165,91793484.14309639,68331168.18887131,52443686.17077128,84912104.69954261,81264757.53555396,97151212.74621515,59282042.98312092,58272050.50582896,58663438.39688295,72429559.83708623,59672738.96686834,86800178.99337906,104614231.36853293,85375798.56933388,88512346.4646708,27675616873.228928,42478442426.359856,19150300064.491795,31699456858.430782,29951762191.634525
85410345.48358822,58288086.42091323,69241378.44557367,82884751.67142288,68089263.78220072,85705895.6809681,74191913.65179339,91568681.94360664,91417132.17702328,95168795.24288815,65788946.16051174,86573943.42124218,91923996.55302653,58161573.65856287,53908653.237651326,53881804.61095485,70430510.17432195,102134848.51846732,63866618.19439537,52982206.09578361,77149404.43912295,53266348.36131638,68433100.05952786,63000848.1679454,46968250.61488162,67274133.30051856,61407201.959156364,78787463.6377294,90703782.48059523,49051514.47240424,91179907.57845086,79727998.90608136,81004300.7598011,46263238.87533018,42498724.69338548,30786378.314709593,75597208.3913529,46109337.13829849,46030405.32351677,62409311.48164672,32692484905.266083,42755152426.36234,17164424883.574472,27967409594.4201,38078452425.89545
64824648.103070244,80585697.77659655,81318267.03239699,66025716.32587075,81049469.26700068,56009045.31251193,82842058.40153618,70758362.20053367,47804205.57131411,113174981.13769305,59456478.09889577,67848012.93064216,49439555.489064254,83393996.1607897,55877141.23663592,55095806.2295696,82237164.14123523,94138832.03653994,73408310.08771612,82234055.00207348,70571207.19068536,74844739.107394,91355106.70246278,44176965.82607004,59933319.57878151,68815198.40107077,99813802.46243538,74833879.79874998,65873533.18527844,55087857.91224627,90033088.2046004,68509190.80885696,92804896.03787856,75317504.22855671,48960706.57875701,67144011.51325238,67446545.86088026,70704067.73627076,89160174.00760968,79800826.74508083,29578231148.17567,48225169704.75292,15707027382.244547,29733674914.034126,39414236146.00878
65567677.08585444,66836488.79652873,89099652.8181709,61152701.457801454,80378360.24836434,96985235.9798174,56375686.633447506,63314946.60733495,85861242.49012831,46789542.44255078,105141106.54460035,68980447.32655291,104376142.00666936,75172927.0105131,64619852.554280326,81953003.04445766,63166735.654883385,55908303.77664887,74086272.30571909,78651253.78681241,95835543.35031167,80920875.45498787,83275686.11547086,83874746.0473749,69122072.00571218,60700433.78679089,61801442.3576503,68118351.92755236,94924780.09240201,51029859.32159327,66491536.029588476,53458496.93636194,72119320.00584821,67564681.57580015,85232848.06185101,82130188.02791345,29854096.88860768,97303031.86722146,58332010.743331514,84584064.48973513,23771958065.07078,44227733685.486046,18465374870.080833,40730750217.159035,32317058111.03061
55925258.91530595,53582646.30601476,68956897.39398961,82863621.45143855,71043296.09099673,62491788.15645763,47353706.33548666,88582542.62500851,78275607.42605905,85479085.18935564,60101953.65527359,67693494.99878226,56004885.47902929,40836756.97597761,40796136.37452403,48936632.29198907,87855343.43599741,70109748.23205736,52775006.91410473,98449531.57632884,74357016.84886098,58736424.3996114,62301845.285628915,91522298.07658792,81352274.6549392,82402692.83384147,58196615.68007511,106472595.3630952,58015501.619495526,63104336.30031359,59425188.44433704,53294654.88240571,55939562.38464053,63204341.18887738,78764988.33886072,53553867.573249556,88467932.65912004,63533945.48220913,83088929.60223515,81431309.25739343,26592757647.83035,51080170732.34148,15419213016.24287,27343712909.334232,36243646580.619774
61832802.807379864,75742615.3246236,77706896.19478084,80198957.02848186,74715248.38974349,110712005.89788125,50651880.71160169,69674858.57605147,92491419.70265366,60411021.67970386,101276293.99715489,86987035.04462247,81516920.29268126,87302571.89532954,63831955.584189974,87803690.94992472,51393581.58400597,59157190.07697808,74085199.9275664,61787317.98263398,107105088.30040675,70218033.0474512,74080401.70810518,81869104.68252349,66044502.878182285,55481102.1316934,78790908.50233582,61167631.6984348,86997390.70967446,53528049.260960676,58182200.08995522,49925881.24847355,68209841.63939317,62755850.177028894,81286420.02690421,84091736.17674433,52145119.37205023,92702812.96969652,54457059.95954234,88602899.23759867,22693276512.06507,43394702863.89854,15850965351.520693,42547841207.00929,29361794537.342762
85926511.19882622,64442141.742643334,65931134.20797731,93900057.99380764,61269879.33214677,75266008.53969933,83669366.58266897,74563027.42705168,86438736.01763809,101708740.02566631,42286772.53913519,93199061.08631673,94871997.2690423,58603818.91053404,55497403.30232785,63709805.866329566,72047891.66240701,85656263.26295324,58276761.42369933,65015121.875182755,93665908.62615578,61774533.42620339,81328177.20854089,60308010.181939945,58811755.856449045,66183337.87177502,56042413.22640532,92356323.46374477,93650702.78209265,62354693.28396256,97424798.5165556,77785355.1872679,89149435.81757697,50621897.842114545,59754729.604768254,58028755.071083635,72833568.38344273,70654233.268518,43833808.99656204,62182348.5031404,31438774334.84656,44152282164.15738,16183630752.576878,29969278531.646614,36363657519.72173
58310255.72630211,54845443.05591065,63824220.500269175,70390063.62962233,78250006.6502268,72917675.01874831,57112430.86917608,85543143.65783286,81618400.28591283,96447421.90470266,54890640.277568586,55667213.53365824,64476294.86370673,70895680.53659812,49243329.70384414,54898198.18906635,88064224.68940803,84742990.15015794,62039653.945153266,90484299.6551809,78568258.79979305,59965139.47094959,46044255.260197036,83407243.52319029,58642022.30456609,98006661.87819916,66113532.905987546,88439233.41646174,65881182.15408654,68953915.92102359,60548556.32201957,57581045.187874,55843600.381082274,54005995.26628506,81261058.12111367,61404075.39573598,79484742.73678945,60151305.56945567,87475865.59460616,74338983.95981602,29771705070.03834,48956328594.389565,16339484288.10146,29876698176.26316,38224401375.13471
95665981.99918136,54078490.08412268,79740195.11536856,100487872.13178496,76787968.90663524,77053746.63028818,69166677.05890271,75001224.8365829,87840651.17100802,89617649.77140293,62896678.173114,84361280.3934211,102195663.39595689,68019508.87048215,53389115.014665484,66736619.17575226,73625051.67795216,83035650.00846155,60885508.48240475,62830892.901744284,77391714.81285337,68480629.0984028,76381185.69793108,55552320.313487396,65871348.42934438,71022498.74463005,63595781.51942899,77042281.64238352,83618041.24529631,44120335.213078745,114161371.01468703,86935170.44757159,74601513.1833733,44570928.113473766,68410067.32163088,55338805.65861993,71530772.02895072,69419347.53769606,40115225.740718015,63743085.66146136,29768069661.06352,40917210732.8681,18258090623.19807,30529824466.133625,41464984884.39545
51910690.815724984,86085681.39082819,95294535.40556192,94867187.31415817,96161017.85078594,37464246.41251294,67154588.68703108,67254697.82071313,65104416.7766041,97899086.03733386,89384724.55050106,91908664.3030058,59986335.438952096,54620860.95430881,71976733.40138224,62168264.3330138,60592485.119838715,80338888.94322416,66746874.96700384,50658240.21338537,63459082.990087315,58988476.970344566,55647828.885641955,69330238.66502556,70937064.40662567,47142482.710018866,78101766.04762597,103486960.07595308,80335546.86124454,96892826.2048132,75356197.51920748,63704967.560843006,89577627.00881928,89813238.01459414,67395535.57697082,69578150.06959699,82846900.30375499,74124768.22669809,79713683.25376378,67708649.63318095,31911332216.140568,43057054542.92545,15566323276.422663,24498031367.20254,35701515896.603615
92211282.13247713,69385233.30532268,82943794.04428436,102207825.20900063,75517768.07794312,73469958.20341271,80657100.74480766,93466004.07487597,95962870.141727,79705257.25899039,62553298.20952532,79388280.10757765,85620205.4240839,67621109.1707332,47084121.26973517,65962325.362208806,72221088.15086028,110836167.9261975,63786001.11334666,76963442.87806977,73449433.57146418,69816029.39940543,74783508.90774575,66496333.755174235,68069202.50529563,51664965.91129274,66981151.32785961,84102490.17194295,77653095.49486516,52809470.9803154,95432665.04355913,90800109.08579174,82676461.6050504,45724031.06241001,62126827.01197323,50019171.79147725,54022573.42218337,46583924.48343878,57949253.88516182,62549580.08649785,33842652616.048035,50459017533.82518,16795169733.077091,29651713623.06431,39596341037.65795
72104100.60336643,61980378.90016594,70080647.45047797,81973988.1377207,87013750.90000202,59374373.46582064,49480622.17484814,86826449.07103272,82605977.8666654,92123944.87950231,59748802.40825538,64733607.24509688,67048972.144274585,57198036.44669542,57518187.41569379,56872098.68953526,86816694.98812084,60637527.19799966,47153919.2399033,89375080.63393055,68516667.80879468,54199316.57325318,53278441.070458904,89164870.45193428,73429693.11663225,63609705.916743934,49873834.81380729,94756181.59897253,68488410.2280516,56269517.7100019,53783392.33190239,50751407.01617475,60699306.67988687,65209194.133264616,68486469.18921326,57866512.76319321,75686734.95310263,70122782.69525358,82376538.59599115,81511627.69211137,24900959127.930553,51112682041.74362,15564130093.96826,27029703783.0735,37864988704.78453
62876511.45461513,55746826.80993234,116563544.06162982,61294947.1547479,79996322.5945486,60240709.91015445,68534183.39799653,96151095.39337187,44848049.880068354,65881700.8714688,81008711.1382568,90745403.53215285,75076517.1346074,88148265.91234657,66243391.95760213,84214445.95935445,102562841.1291444,96232564.68705073,83324249.65348513,59702398.28428751,64905787.05191829,70973059.42831919,94492739.50527786,82433508.46143094,38819213.73423866,82106272.38765126,100665598.99968985,46751480.0140994,77749583.71436054,87362029.54568097,64318276.904493034,87020889.11620781,75268423.22335744,64075810.3190465,60420094.43960139,108745677.23859663,59575873.71479892,51564087.09037691,89824928.3876577,80220424.40234895,32618024624.309685,45506510014.54581,21216825621.62616,37644828400.68031,45844563403.631996
60065509.029127516,42480105.768092535,68283867.56950678,93380908.02335927,70076764.7573684,72656645.64164092,60913097.751476265,67899483.87952767,77306107.98115766,82197500.64340538,50777508.78966179,54312942.054759435,57353718.97105542,47003240.94670964,52638073.395903625,48466410.29425654,96871626.05015558,74884187.24997,69378383.27211788,101813060.26982042,66484364.32675281,64755247.56142042,59020031.08743433,86107985.88351558,56203605.38607193,99348715.10476463,47889790.21444766,102220822.43753943,62111436.22484997,58508882.66455445,58405586.35796035,62840545.690939635,48643791.06254929,61944846.082198374,88574479.30843003,61692827.56841523,92229387.43039906,70006605.71662723,69886896.3797396,87241687.3354852,26634045816.16986,44476371645.09738,15894105468.307367,31546710768.39437,38371797637.643875
62972093.51700853,81091114.60671237,103367974.33988038,78587297.1560727,60905105.07936024,95008098.96865447,44937550.03906406,53071010.41034796,79536541.86367628,48938073.5158214,100073951.64447676,92130003.49869867,93039736.54320364,87729262.91255493,94378543.43866095,103339432.78076448,62348630.93135956,62228243.05573259,72120128.45085001,78505170.75871386,108089247.2310679,72170898.24088591,85918072.1627469,78810596.16944835,81211361.91968161,46272673.9790193,54016851.975119084,48423162.22193029,87941925.89036189,40753512.51905026,67707231.56951734,48337872.83895257,65172164.21729754,56165887.43727491,94720595.90614338,84782980.1168508,56620725.15527523,82706233.18420777,62459086.87548968,81226424.57155506,22697472449.94094,44135570924.97733,18279800594.1493,40469580614.15902,28530915195.985863
